Player,grupo_posicional,similar_1,score_1,similar_2,score_2,similar_3,score_3,similar_4,score_4,similar_5,score_5,similar_6,score_6,similar_7,score_7,similar_8,score_8,similar_9,score_9,similar_10,score_10,similar_11,score_11,similar_12,score_12,similar_13,score_13,similar_14,score_14,similar_15,score_15
Jon Karrikaburu,Delantero centro,Christantus Uche,0.9855,Loïs Openda,0.9282,Liam Delap,0.8963,Santiago Giménez,0.8615,Diego Morcillo,0.7994,Daniel Mosquera,0.7781,Samuel Essende,0.7735,Kevin Carlos,0.7677,Uchenna Ogundu,0.7644,Ashley Barnes,0.7556,Abdón Prats,0.7485,Jean-Philippe Krasso,0.7471,Mbwana Samatta,0.7324,Thiago Borbas,0.7294,Moise Kean,0.7154
Abdón Prats,Delantero centro,Jeremy Arévalo,0.9756,Adam Hložek,0.9717,Zeki Amdouni,0.9666,Ioan Vermeșan,0.9378,Milan Đurić,0.8926,Ugo Lamare,0.89,Michy Batshuayi,0.8857,Uchenna Ogundu,0.8819,Dmytro Bohdanov,0.874,Arkadiusz Milik,0.8602,Tolu Arokodare,0.8543,Mattia Mosconi,0.8402,Laurs Skjellerup,0.8387,Diego Morcillo,0.8339,Sean Neave,0.8338
Aitor Mañas,Delantero centro,Ali Yousuf,0.9273,Jacen Russell-Rowe,0.9236,Petar Ratkov,0.8845,Edin Džeko,0.8772,Boulaye Dia,0.8545,Dawda Camara,0.8479,Pierre-Yves Hamel,0.8451,Sasa Kalajdzic,0.8091,Christian Kouamé,0.793,Abel Ruiz,0.7715,Damion Downs,0.7668,Lucas Höler,0.7463,Amady Camara,0.7416,David Datro Fofana,0.7406,Tim Kleindienst,0.7249
José Luis Morales,Delantero centro,Pablo Durán,0.93,Matias Fernandez-Pardo,0.8842,Matthis Abline,0.725,Shuto Machino,0.7114,Joshua King,0.7058,Lassine Sinayoko,0.699,Tim Skarke,0.6973,Mateo Joseph,0.6883,Rodrigo Ribeiro,0.677,Adrian Benedyczak,0.6615,Ransford Königsdörffer,0.653,Joshua Zirkzee,0.6479,Ezequiel Ávila,0.6426,Cucho,0.6409,Valentín Castellanos,0.6336
Álex Forés,Delantero centro,Marc Domenech,0.9079,Tim Skarke,0.8911,William Bøving,0.8898,Matteo Lavelli,0.872,Ignatius Ganago,0.8622,Faris Pemi Moumbagna,0.8563,Abel Ruiz,0.8487,Fynn Schenten,0.8481,Patrick Cutrone,0.8455,Sérigné Diop,0.8419,Otto Stange,0.8257,Amady Camara,0.8044,Giovane,0.7983,Armando Broja,0.796,Christian Kouamé,0.7934
Mariano,Delantero centro,Mbwana Samatta,0.8967,Ihlas Bebou,0.891,Thiago Borbas,0.8909,Yoane Wissa,0.8884,David Datro Fofana,0.871,Niclas Füllkrug,0.8512,Nelson Weiper,0.8397,Umar Sadiq,0.8296,Kevin Carlos,0.813,Santiago Giménez,0.8078,Jørgen Strand Larsen,0.804,Lanroy Machine,0.8004,Tim Kleindienst,0.7955,Paris Brunner,0.7705,Filip Stojilković,0.7636
Maroan Sannadi,Delantero centro,Kento Shiogai,0.9107,Eddie Nketiah,0.8448,Cristhian Stuani,0.8238,Ricky-Jade Jones,0.8005,Phillip Tietz,0.7466,Yussuf Poulsen,0.742,Youssef El-Arabi,0.7334,Sidiki Cherif,0.7113,Elye Wahi,0.685,Rémy Labeau Lascary,0.6683,Kiké,0.6625,Andrea Belotti,0.658,Gabriel Jesus,0.6514,Samuel Essende,0.6449,Igor Thiago,0.6418
Urko Izeta,Delantero centro,André Silva,0.9077,Ante Budimir,0.8772,Rafa Mir,0.8451,Salim Musah,0.8298,Manuel De Luca,0.7903,Noam Obougou Jacquet,0.7764,Evan Ferguson,0.7485,Marin Ljubicic,0.7272,Giovanni Simeone,0.7177,Miguel Cubo,0.71,Serhou Guirassy,0.7029,Julián Vignolo,0.7017,Gianluca Scamacca,0.7009,Romelu Lukaku,0.691,Dženan Pejčinović,0.687
Cristhian Stuani,Delantero centro,Ricky-Jade Jones,0.898,Eddie Nketiah,0.8897,Carlos Espí,0.8751,Andrea Belotti,0.8692,Phillip Tietz,0.8609,Kiké,0.8502,Ante Budimir,0.8375,Maroan Sannadi,0.8238,Gabriel Jesus,0.7943,Joaquín Panichelli,0.7894,Cédric Bakambu,0.7782,Salim Musah,0.7613,Orri Steinn Óskarsson,0.7492,Christian Kofane,0.7481,Keinan Davis,0.7477
Marc Domenech,Delantero centro,Ignatius Ganago,0.9635,William Bøving,0.948,Benedict Hollerbach,0.9083,Álex Forés,0.9079,Tim Skarke,0.8833,Lucas Beltrán,0.7792,Adrian Benedyczak,0.7571,Otto Stange,0.7522,Mika Biereth,0.7485,Randal Kolo Muani,0.7438,Igor Jesus,0.7427,Matthis Abline,0.7371,Keke Topp,0.7332,Mathys Tel,0.7192,Amady Camara,0.7163
Ezequiel Ávila,Delantero centro,Bernard Nguene,0.9624,Paris Brunner,0.9549,Sandro Kulenović,0.945,Joshua King,0.9414,Adrian Benedyczak,0.9088,Hwang Hee-chan,0.8893,Mbwana Samatta,0.8523,Luca Moro,0.8515,Mateo Joseph,0.8505,Lucas Höler,0.8444,Daniel Mosquera,0.8375,Ihlas Bebou,0.8312,Edin Džeko,0.8309,Marvin Pieringer,0.8288,Florian Sotoca,0.8125
Dawda Camara,Delantero centro,Tolu Arokodare,0.8923,Arkadiusz Milik,0.8643,Damion Downs,0.8489,Aitor Mañas,0.8479,Pierre Mounguengue,0.7891,Gorka Carrera,0.7775,Zeki Amdouni,0.7733,Dmytro Bohdanov,0.7558,Yassir Zabiri,0.7492,Petar Ratkov,0.7382,Pierre-Yves Hamel,0.734,Ioan Vermeșan,0.7265,Abdón Prats,0.7263,Jacen Russell-Rowe,0.7258,Jonas Wind,0.7217
Gonzalo García,Delantero centro,Danny Welbeck,0.9566,Gerard Moreno,0.921,Eli Junior Kroupi,0.902,Arnaud Kalimuendo,0.8954,Tosin Aiyegun,0.8825,Grant Ranos,0.8524,Viktor Gyökeres,0.8369,Jonathan Burkardt,0.8317,Amine Gouiri,0.8201,Igor Matanović,0.7917,Dženan Pejčinović,0.7835,Maximilian Beier,0.7824,Jaime Mata,0.7805,Anastasios Douvikas,0.7784,Iker Bravo,0.7661
Bojan Miovski,Delantero centro,Ibrahim Kanté,1.0,Enzo Molebe,1.0,Ryan Rodin,1.0,Theo Bair,1.0,Pau Cabanes,1.0,Asier Hierro,0.9686,Faris Pemi Moumbagna,0.9529,Sasa Kalajdzic,0.9401,Taichi Hara,0.9388,Matteo Lavelli,0.9368,Alejo Sarco,0.9363,Fynn Schenten,0.9345,Francesco Camarda,0.9214,Marc Guiu,0.9076,Dane Scarlett,0.9069
Iago Aspas,Delantero centro,Mohamed Amoura,0.8949,Giuliano Simeone,0.8465,Maximilian Beier,0.8439,Lassine Sinayoko,0.8384,Cucho,0.8377,Martin Satriano,0.8345,Julián Álvarez,0.8207,Joshua Zirkzee,0.7845,Matias Fernandez-Pardo,0.758,Mathys Tel,0.7443,Federico Bonazzoli,0.7259,Matthis Abline,0.7243,Mikel Oyarzabal,0.7237,Nathan Mbala,0.7213,Luca Waldschmidt,0.7189
Alexandre Alemão,Delantero centro,Giorgi Kvilitaia,0.8479,Prosper Peter,0.8448,Gennaro Borrelli,0.8042,Brian Brobbey,0.794,Max Moerstedt,0.7675,Youssef El-Arabi,0.7662,Olivier Giroud,0.7585,Adam Buksa,0.7359,Phillip Tietz,0.7228,Zian Flemming,0.6976,Kieron Bowie,0.6954,Paul Mendy,0.657,Semih Kılıçsoy,0.6255,Jaime Mata,0.621,Walid Cheddira,0.6189
Ayoze Pérez,Delantero centro,Robinio Vaz,0.9271,João Pedro,0.9028,Maximilian Beier,0.8981,Richarlison,0.8889,Santiago Hidalgo,0.8869,Michael Gregoritsch,0.8487,Frank Magri,0.8399,Breel Embolo,0.8336,Leonardo Pavoletti,0.8303,Jonathan David,0.8285,Ange-Yoan Bonny,0.8236,Rémy Labeau Lascary,0.8124,Martin Satriano,0.8111,Fábio Silva,0.8067,Amine Gouiri,0.7877
Gorka Carrera,Delantero centro,Ihlas Bebou,0.7984,Luca Moro,0.7912,Liam Delap,0.7783,Dawda Camara,0.7775,Kevin Carlos,0.7728,Thiago Borbas,0.7696,Mbwana Samatta,0.7467,Emmanuel Lago,0.742,Paris Brunner,0.7393,Aitor Mañas,0.7088,Ashley Barnes,0.6704,Mariano,0.6613,Olivier Giroud,0.6509,Kento Shiogai,0.6367,Bernard Nguene,0.6351
Mourad El Ghezouani,Delantero centro,Idrissa Guèye,0.9956,Louis Buffon,0.9377,Giuseppe Ambrosino,0.9377,Jan Urbich,0.9356,Jessic Ngankam,0.9304,Zoumana Diallo,0.9263,Dane Scarlett,0.8979,Jonah Kusi-Asare,0.8979,Fynn Schenten,0.8855,Otto Stange,0.8841,Pierre-Yves Hamel,0.8824,Edin Džeko,0.8536,Milan Đurić,0.8519,Ugo Lamare,0.8436,Joselu Pérez,0.8434
Borja Mayoral,Delantero centro,Jamie Vardy,0.9278,Oliver Burke,0.9083,Willem Geubbels,0.9,Arnaud Kalimuendo,0.8419,Tani Oluwaseyi,0.7699,Vladyslav Vanat,0.7443,Nesta Elphege,0.7184,Ciro Immobile,0.713,Gonzalo García,0.7103,Jovan Milošević,0.7094,Jonathan David,0.6967,Iker Bravo,0.6948,Roman Yaremchuk,0.6634,Andreas Hountondji,0.6557,Leonardo Pavoletti,0.6509
Miguel Cubo,Delantero centro,Noam Obougou Jacquet,0.963,William Osula,0.9553,Anastasios Douvikas,0.94,Younes Ebnoutalib,0.9084,Serhou Guirassy,0.907,Christian Kofane,0.9038,Marin Ljubicic,0.9028,Igor Matanović,0.9002,Romelu Lukaku,0.895,Gianluca Scamacca,0.8908,Francesco Esposito,0.8762,Toni Martínez,0.8374,Rayan Fofana,0.8291,Giovanni Simeone,0.8225,Carlos Espí,0.82
Salomón Rondón,Delantero centro,Damián Pizarro,0.9119,Antonio Sanabria,0.9084,Brian Madjo,0.8971,Daniel Mikołajewski,0.8552,Umar Sadiq,0.8443,Evanilson,0.8261,Habib Diallo,0.8182,Jørgen Strand Larsen,0.8178,Fabio Moreno Fell,0.8161,Nikola Štulić,0.7877,Kenny Quetant,0.7876,Filip Stojilković,0.7709,Santi Franco,0.7633,Niclas Füllkrug,0.76,Francesco Camarda,0.7545
Umar Sadiq,Delantero centro,Jørgen Strand Larsen,0.9374,Daniel Mikołajewski,0.9254,Lanroy Machine,0.9154,Brian Madjo,0.9065,Filip Stojilković,0.8963,Niclas Füllkrug,0.891,Santiago Giménez,0.888,Timo Werner,0.8648,Armando Broja,0.8615,Evanilson,0.8608,Damián Pizarro,0.8604,David Datro Fofana,0.8515,Fabio Moreno Fell,0.8466,Salomón Rondón,0.8443,Patrick Cutrone,0.8421
Sergio Camello,Delantero centro,Nicolas Jackson,0.9281,Emersonn,0.8932,Budu Zivzivadze,0.8754,Alexander Sørloth,0.8143,Folarin Balogun,0.8028,Vedat Muriqi,0.7593,Grant Ranos,0.7434,Gonçalo Ramos,0.7373,Lucas Boyé,0.7271,David Okereke,0.7217,Gorka Guruzeta,0.7125,Arana,0.7029,Tim Lemperle,0.702,Eli Junior Kroupi,0.6906,Richarlison,0.6866
Tani Oluwaseyi,Delantero centro,Ciro Immobile,0.9191,Jamie Vardy,0.8685,Borja Mayoral,0.7699,Lyle Foster,0.73,Shuto Machino,0.7123,Mika Biereth,0.7053,Kenny Quetant,0.6855,Willem Geubbels,0.6619,Oliver Burke,0.6488,Adam Armstrong,0.6478,Vladyslav Vanat,0.6454,Jovan Milošević,0.6054,Evanilson,0.5534,Ransford Königsdörffer,0.5368,Timo Werner,0.5264
Orri Steinn Óskarsson,Delantero centro,Taiwo Awoniyi,0.9452,Andrea Belotti,0.9396,Ollie Watkins,0.9186,Joaquín Panichelli,0.9038,Bamba Dieng,0.9031,Carlos Espí,0.9029,Giorgi Guliashvili,0.8923,Igor Thiago,0.8893,Elye Wahi,0.8878,Asier Villalibre,0.8857,Borja Iglesias,0.8811,Cédric Bakambu,0.8733,Eli Junior Kroupi,0.8713,Ermedin Demirović,0.8711,Gabriel Jesus,0.8685
Federico Viñas,Delantero centro,Lucas Boyé,0.9709,Tim Lemperle,0.9665,Gorka Guruzeta,0.9434,Gonçalo Ramos,0.9314,Amin Sarr,0.9158,Álvaro Morata,0.9097,Isaac Romero,0.8973,Emersonn,0.8863,Ludovic Ajorque,0.7964,Rafiu Durosinmi,0.7839,Arana,0.7662,Budu Zivzivadze,0.6734,Folarin Balogun,0.6481,Sergio Camello,0.6104,Andrea Pinamonti,0.6024
Vladyslav Vanat,Delantero centro,Jamie Vardy,0.8412,Thierno Barry,0.8377,Willem Geubbels,0.8036,Andreas Hountondji,0.788,Sidiki Cherif,0.7751,Dominic Calvert-Lewin,0.7701,Borja Mayoral,0.7443,Kenny Quetant,0.7154,Ibrahim Diabaté,0.7145,Haris Tabaković,0.7138,Lorenzo Lucca,0.7096,Nesta Elphege,0.6944,Borja Iglesias,0.6941,Prosper Peter,0.6861,Beto,0.6773
Roberto Férnandez,Delantero centro,Mikkel Kaufmann,0.8986,Mateo Pellegrino,0.8813,Sekou Mara,0.8324,Lucas Beltrán,0.8275,Keke Topp,0.7982,Mostafa Mohamed,0.7609,Florian Sotoca,0.7578,Igor Jesus,0.7519,Iván Romero,0.7144,Olivier Giroud,0.7022,Randal Kolo Muani,0.6943,Thijs Dallinga,0.6853,Lorenzo Colombo,0.6741,Sandro Kulenović,0.6702,Kieron Bowie,0.6676
Lucas Boyé,Delantero centro,Federico Viñas,0.9709,Tim Lemperle,0.9696,Gorka Guruzeta,0.9683,Gonçalo Ramos,0.9627,Emersonn,0.9282,Álvaro Morata,0.8555,Arana,0.8471,Amin Sarr,0.839,Isaac Romero,0.8204,Ludovic Ajorque,0.79,Folarin Balogun,0.7844,Sergio Camello,0.7271,Rafiu Durosinmi,0.7225,Budu Zivzivadze,0.7168,Andrea Pinamonti,0.6483
Gorka Guruzeta,Delantero centro,Gonçalo Ramos,0.9844,Tim Lemperle,0.9736,Lucas Boyé,0.9683,Federico Viñas,0.9434,Emersonn,0.9149,Arana,0.9012,Álvaro Morata,0.8581,Amin Sarr,0.8277,Folarin Balogun,0.809,Rafiu Durosinmi,0.8066,Andrea Pinamonti,0.7856,Isaac Romero,0.7796,Budu Zivzivadze,0.7448,Gift Orban,0.7404,Sergio Camello,0.7125
Hugo Duro,Delantero centro,Semih Kılıçsoy,0.9636,Thierno Barry,0.8863,Viktor Gyökeres,0.8689,Iker Bravo,0.8535,Brian Brobbey,0.8254,Beto,0.7971,Esteban Lepaul,0.7625,Jaime Mata,0.7589,Adam Buksa,0.7433,Gonzalo García,0.7368,Danny Welbeck,0.7038,Max Moerstedt,0.6959,William Osula,0.6907,Igor Matanović,0.6887,Manex Carmona,0.676
Ferrán Torres,Delantero centro,Bamba Dieng,0.978,Callum Wilson,0.9718,Giorgi Guliashvili,0.9703,Robert Lewandowski,0.9659,Patrik Schick,0.9621,Benjamin Šeško,0.9547,Jonathan Burkardt,0.9499,Erling Haaland,0.949,Ollie Watkins,0.9489,Donyell Malen,0.9449,Harry Kane,0.9361,Asier Villalibre,0.9084,Ragnar Ache,0.9003,Wilson Isidor,0.885,Gerard Moreno,0.8826
André Silva,Delantero centro,Salim Musah,0.9413,Urko Izeta,0.9077,Ante Budimir,0.9022,Rafa Mir,0.8844,Dženan Pejčinović,0.8359,Noam Obougou Jacquet,0.8025,Wilson Isidor,0.7472,Giorgi Kvilitaia,0.7462,Romelu Lukaku,0.743,Younes Ebnoutalib,0.7406,Eddie Nketiah,0.7394,Gabriel Jesus,0.7383,Marin Ljubicic,0.734,Carlos Espí,0.7236,Miguel Cubo,0.7175
Borja Iglesias,Delantero centro,Taiwo Awoniyi,0.9581,Haris Tabaković,0.952,Emanuel Emegha,0.9234,Asier Villalibre,0.9158,Sambou Soumano,0.8862,Beto,0.8816,Orri Steinn Óskarsson,0.8811,Ermedin Demirović,0.8756,Paul Mendy,0.8748,Dominic Calvert-Lewin,0.874,Artem Dovbyk,0.8624,Ollie Watkins,0.8484,Abdoulie Ceesay,0.8481,Joaquín Panichelli,0.8421,Phillip Tietz,0.8385
Julián Álvarez,Delantero centro,Mikel Oyarzabal,0.8946,Luca Waldschmidt,0.886,Mohamed Amoura,0.8832,Pierre-Emerick Aubameyang,0.8539,Joshua Zirkzee,0.8521,Cucho,0.8442,Iago Aspas,0.8207,Nathan Mbala,0.8128,Stefan Schimmer,0.8001,Amine Gouiri,0.7662,Matias Fernandez-Pardo,0.7606,Lukas Nmecha,0.7527,Lassine Sinayoko,0.7242,Christopher Nkunku,0.7036,Georges Mikautadze,0.6988
Ante Budimir,Delantero centro,Gabriel Jesus,0.9103,André Silva,0.9022,Urko Izeta,0.8772,Salim Musah,0.8459,Andrea Belotti,0.8433,Cristhian Stuani,0.8375,Wilson Isidor,0.8251,Rafa Mir,0.8202,Giovanni Simeone,0.8179,Gianluca Scamacca,0.7855,Carlos Espí,0.7791,Romelu Lukaku,0.7511,Dominic Calvert-Lewin,0.748,Bamba Dieng,0.7459,Orri Steinn Óskarsson,0.7417
Álvaro Rodríguez,Delantero centro,Omar Marmoush,0.8796,Andrej Ilic,0.8602,Fábio Silva,0.8539,Valentín Castellanos,0.8416,Conrad Harder,0.7791,Nikola Krstović,0.773,Marcus Thuram,0.7658,Charalampos Kostoulas,0.763,Raúl Jiménez,0.7373,Igor Jesus,0.7091,Caleb Ekuban,0.703,Enes Ünal,0.7026,Nouha Dicko,0.6988,Yael Trepy,0.6957,Kai Havertz,0.6948
Georges Mikautadze,Delantero centro,Toni Martínez,0.9679,Amine Gouiri,0.9398,Hugo Ekitike,0.928,Michael Gregoritsch,0.9231,Erling Haaland,0.9211,Stefan Schimmer,0.9187,Fisnik Asllani,0.9163,Harry Kane,0.8996,Ragnar Ache,0.8994,Jonathan Burkardt,0.8966,Karl Etta Eyong,0.8866,Ousmane Dembélé,0.884,Yael Trepy,0.8795,Gerard Moreno,0.8773,Julián Vignolo,0.8751
Akor Adams,Delantero centro,Kylian Mbappé,0.8788,Dominic Calvert-Lewin,0.7925,Donyell Malen,0.7891,Cédric Bakambu,0.7865,Giorgi Guliashvili,0.7528,Elye Wahi,0.7479,Deniz Undav,0.7342,Robert Lewandowski,0.7335,Dušan Vlahović,0.723,George Ilenikhena,0.7119,Bamba Dieng,0.7075,Kader Meïté,0.6999,Ollie Watkins,0.6901,Gabriel Jesus,0.6893,Nikola Krstović,0.6871
Giuliano Simeone,Delantero centro,Arthur,0.9392,Mathys Tel,0.9271,Mateo Joseph,0.8486,Iago Aspas,0.8465,Matthis Abline,0.8287,Martin Satriano,0.8157,Adrian Benedyczak,0.7745,Marvin Pieringer,0.7742,Joshua King,0.7699,Mohamed Amoura,0.7691,William Bøving,0.7523,Ilyas Ansah,0.7325,Florian Sotoca,0.7308,Ignatius Ganago,0.7305,Iván Romero,0.7264
Alexander Sørloth,Delantero centro,Vedat Muriqi,0.943,Nicolas Jackson,0.9129,Budu Zivzivadze,0.889,David Okereke,0.8474,Folarin Balogun,0.8282,Arana,0.8248,Sergio Camello,0.8143,Andrea Pinamonti,0.7625,Benjamin Šeško,0.7388,Bamba Dieng,0.7354,Patrik Schick,0.7258,Romelu Lukaku,0.7214,Ferrán Torres,0.719,Emersonn,0.7074,Robert Lewandowski,0.7026
Vedat Muriqi,Delantero centro,Alexander Sørloth,0.943,Folarin Balogun,0.893,Arana,0.8827,Nicolas Jackson,0.8476,Budu Zivzivadze,0.7748,Sergio Camello,0.7593,Andrea Pinamonti,0.7474,Serhou Guirassy,0.7337,Gianluca Scamacca,0.722,Patrik Schick,0.7191,Asier Villalibre,0.7089,Gorka Guruzeta,0.708,Romelu Lukaku,0.7072,Marin Ljubicic,0.7017,David Okereke,0.7008
Iván Romero,Delantero centro,Mostafa Mohamed,0.9267,Florian Sotoca,0.9137,Santiago Hidalgo,0.8337,Martin Satriano,0.8331,Marvin Pieringer,0.8132,Mathys Tel,0.7947,Ibou Sané,0.7912,Keke Topp,0.765,Frank Magri,0.7427,Arthur,0.741,Sandro Kulenović,0.73,Giuliano Simeone,0.7264,Junior Adamu,0.725,Roberto Férnandez,0.7144,Mikkel Kaufmann,0.6988
Toni Martínez,Delantero centro,Georges Mikautadze,0.9679,Lautaro Martínez,0.9339,Yael Trepy,0.933,Ragnar Ache,0.9062,Harry Kane,0.9058,Marcus Thuram,0.9006,Hugo Ekitike,0.8959,Artem Dovbyk,0.8924,Erling Haaland,0.8907,Fisnik Asllani,0.8904,Michael Gregoritsch,0.8825,Stefan Schimmer,0.8818,Deniz Undav,0.8771,Amine Gouiri,0.8763,Jonathan Burkardt,0.8701
Mikel Oyarzabal,Delantero centro,Luca Waldschmidt,0.9709,Cucho,0.8979,Julián Álvarez,0.8946,Stefan Schimmer,0.8826,Pierre-Emerick Aubameyang,0.8759,Joshua Zirkzee,0.8681,Matias Fernandez-Pardo,0.8635,Lassine Sinayoko,0.8539,Evan Ferguson,0.8427,Hamza Igamane,0.8278,Mohamed Amoura,0.8206,Richarlison,0.8069,Charalampos Kostoulas,0.8035,Deniz Undav,0.7962,Harry Kane,0.7937
Cucho,Delantero centro,Mohamed Amoura,0.9625,Matias Fernandez-Pardo,0.9001,Mikel Oyarzabal,0.8979,Luca Waldschmidt,0.8557,Valentín Castellanos,0.8468,Julián Álvarez,0.8442,Iago Aspas,0.8377,Richarlison,0.8367,Fábio Silva,0.8316,Omar Marmoush,0.828,Hamza Igamane,0.8196,Michael Gregoritsch,0.8196,Lassine Sinayoko,0.8169,Stefan Schimmer,0.8118,Kai Havertz,0.8033
Rafa Mir,Delantero centro,Salim Musah,0.9167,André Silva,0.8844,Urko Izeta,0.8451,Ante Budimir,0.8202,Eddie Nketiah,0.7442,Cristhian Stuani,0.7194,Kento Shiogai,0.7089,Dženan Pejčinović,0.7033,Andrea Belotti,0.7019,Evan Ferguson,0.6767,Gabriel Jesus,0.6689,Ricky-Jade Jones,0.6515,Emmanuel Lago,0.634,Noam Obougou Jacquet,0.6319,Lukas Nmecha,0.6302
Kylian Mbappé,Delantero centro,Donyell Malen,0.9539,Dušan Vlahović,0.9462,Deniz Undav,0.9138,Ousmane Dembélé,0.8965,Yael Trepy,0.8907,Harry Kane,0.8871,Kader Meïté,0.8854,Ragnar Ache,0.8852,Akor Adams,0.8788,Evan Ferguson,0.8635,Fisnik Asllani,0.8581,Robert Lewandowski,0.8463,Giorgi Guliashvili,0.8462,Bamba Dieng,0.831,Cédric Bakambu,0.8281
Louis Buffon,Delantero centro,Giuseppe Ambrosino,1.0,Jan Urbich,0.9994,Jessic Ngankam,0.9978,Zoumana Diallo,0.9954,Jonah Kusi-Asare,0.9451,Dane Scarlett,0.9451,Idrissa Guèye,0.9398,Mourad El Ghezouani,0.9377,Joselu Pérez,0.9114,Milan Đurić,0.9062,Mattia Mosconi,0.8981,Nikola Štulić,0.8971,Ugo Lamare,0.892,Francesco Camarda,0.8875,Damián Pizarro,0.8621
Stefano Moreo,Delantero centro,Christian Kouamé,0.8937,Mateo Joseph,0.8332,Martijn Kaars,0.741,Jacen Russell-Rowe,0.7372,Abel Ruiz,0.7139,Giuliano Simeone,0.7008,Joshua King,0.6887,Arthur,0.6875,Adrian Benedyczak,0.6845,Ali Yousuf,0.6786,Iago Aspas,0.6747,Aitor Mañas,0.6677,Amady Camara,0.6655,Pablo Durán,0.6561,Dominic Solanke,0.6554
Thijs Dallinga,Delantero centro,Benedict Hollerbach,0.8026,Fábio Silva,0.7562,Kai Havertz,0.7507,Igor Jesus,0.7473,Ibou Sané,0.74,Ilyas Ansah,0.7367,Mikkel Kaufmann,0.7298,Mika Biereth,0.723,Keke Topp,0.7076,Raúl Jiménez,0.6931,Álvaro Rodríguez,0.6856,Roberto Férnandez,0.6853,Mathys Tel,0.664,Marvin Pieringer,0.657,Marc Domenech,0.6452
Iker Bravo,Delantero centro,Hugo Duro,0.8535,Alexander Isak,0.8035,Semih Kılıçsoy,0.779,Gonzalo García,0.7661,Viktor Gyökeres,0.7505,Jonathan David,0.7149,Borja Mayoral,0.6948,Ilyas Ansah,0.686,Thierno Barry,0.6831,Tosin Aiyegun,0.666,Maximilian Beier,0.6612,Esteban Lepaul,0.6488,Leonardo Pavoletti,0.6437,Danny Welbeck,0.6395,Ange-Yoan Bonny,0.6243
Giuseppe Ambrosino,Delantero centro,Louis Buffon,1.0,Jan Urbich,0.9994,Jessic Ngankam,0.9978,Zoumana Diallo,0.9954,Jonah Kusi-Asare,0.9451,Dane Scarlett,0.9451,Idrissa Guèye,0.9398,Mourad El Ghezouani,0.9377,Joselu Pérez,0.9114,Milan Đurić,0.9062,Mattia Mosconi,0.8981,Nikola Štulić,0.8971,Ugo Lamare,0.892,Francesco Camarda,0.8875,Damián Pizarro,0.8621
Evan Ferguson,Delantero centro,Harry Kane,0.8992,Donyell Malen,0.8893,Luca Waldschmidt,0.8878,Dušan Vlahović,0.884,Julián Vignolo,0.8683,Kylian Mbappé,0.8635,Pierre-Emerick Aubameyang,0.8443,Stefan Schimmer,0.8442,Mikel Oyarzabal,0.8427,Erling Haaland,0.8324,Benjamin Šeško,0.8291,Yael Trepy,0.828,Toni Martínez,0.8231,Ferrán Torres,0.8158,Bamba Dieng,0.8155
Anastasios Douvikas,Delantero centro,William Osula,0.9559,Igor Matanović,0.942,Younes Ebnoutalib,0.9412,Miguel Cubo,0.94,Serhou Guirassy,0.9253,Marin Ljubicic,0.9196,Jonathan Burkardt,0.9187,Viktor Gyökeres,0.9135,Romelu Lukaku,0.907,Patrik Schick,0.8915,Manex Carmona,0.8689,Erling Haaland,0.8677,Noam Obougou Jacquet,0.8602,Toni Martínez,0.86,Gianluca Scamacca,0.8553
Luca Moro,Delantero centro,Mbwana Samatta,0.9243,Paris Brunner,0.9082,Bernard Nguene,0.9081,Santi Franco,0.8937,Kevin Carlos,0.8811,Ihlas Bebou,0.8704,Sandro Kulenović,0.8537,Ezequiel Ávila,0.8515,Liam Delap,0.8394,Samuel Essende,0.8309,Thiago Borbas,0.8205,Daniel Mosquera,0.8192,Tim Kleindienst,0.7951,Gorka Carrera,0.7912,Lanroy Machine,0.7394
Arkadiusz Milik,Delantero centro,Pierre Mounguengue,0.9243,Zeki Amdouni,0.9132,Adam Hložek,0.9098,Dmytro Bohdanov,0.8998,Jeremy Arévalo,0.8974,Tolu Arokodare,0.8821,Dawda Camara,0.8643,Abdón Prats,0.8602,Ioan Vermeșan,0.8589,Jonas Wind,0.7767,Michy Batshuayi,0.7747,Yassir Zabiri,0.7569,Ugo Lamare,0.753,Manuel De Luca,0.743,Milan Đurić,0.7116
Paul Mendy,Delantero centro,Abdoulie Ceesay,0.9803,Keinan Davis,0.9237,Ermedin Demirović,0.9206,Emanuel Emegha,0.9193,Artem Dovbyk,0.8909,William Osula,0.8763,Borja Iglesias,0.8748,Gianluca Scamacca,0.8702,Carlos Espí,0.8611,Asier Villalibre,0.8552,Joaquín Panichelli,0.8536,Taiwo Awoniyi,0.8515,Beto,0.8358,Giovanni Simeone,0.8263,Romelu Lukaku,0.8254
Antonio Arena,Delantero centro,Riccardo Braschi,0.9473,Michy Batshuayi,0.9236,Fabio Moreno Fell,0.9124,Filip Stojilković,0.9101,Evanilson,0.8988,Timo Werner,0.8662,Marc Guiu,0.8546,Sean Neave,0.8545,Laurs Skjellerup,0.8541,Alejo Sarco,0.854,Taichi Hara,0.8537,Asier Hierro,0.8448,Patrick Cutrone,0.8269,Umar Sadiq,0.8205,Callum Marshall,0.8187
